S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7581,31/08/2020,Tamil Nadu,422085,52721,362133,7231
7582,1/9/2020,Tamil Nadu,428041,52578,368141,7322
7583,2/9/2020,Tamil Nadu,433969,52379,374172,7418
7584,3/9/2020,Tamil Nadu,439959,52380,380063,7516
7585,4/9/2020,Tamil Nadu,445851,52070,386173,7608
7586,5/9/2020,Tamil Nadu,451827,51633,392507,7687
7587,6/9/2020,Tamil Nadu,457697,51583,398366,7748
7588,7/9/2020,Tamil Nadu,463480,51458,404186,7836
7589,8/9/2020,Tamil Nadu,469256,51215,410116,7925
7590,9/9/2020,Tamil Nadu,474940,50213,416715,8012
7591,10/9/2020,Tamil Nadu,480524,49203,423231,8090
7592,11/9/2020,Tamil Nadu,486052,48482,429416,8154
7593,12/9/2020,Tamil Nadu,491571,47918,435422,8231
7594,13/09/2020,Tamil Nadu,497066,47110,441649,8307
7595,14/09/2020,Tamil Nadu,502759,47012,447366,8381
7596,15/09/2020,Tamil Nadu,508511,46912,453165,8434
7597,16/09/2020,Tamil Nadu,514208,46806,458900,8502
7598,17/09/2020,Tamil Nadu,519860,46633,464668,8559
7599,18/09/2020,Tamil Nadu,525420,46610,470192,8618
7600,19/09/2020,Tamil Nadu,530908,46506,475717,8685
7601,20/09/2020,Tamil Nadu,536477,46453,481273,8751
7602,21/09/2020,Tamil Nadu,541993,46703,486479,8811
7603,22/09/2020,Tamil Nadu,547337,46495,491971,8871
7604,23/09/2020,Tamil Nadu,552674,46350,497377,8947
7605,24/09/2020,Tamil Nadu,557999,46249,502740,9010
7606,25/09/2020,Tamil Nadu,563691,46405,508210,9076
7607,26/09/2020,Tamil Nadu,569370,46386,513836,9148
7608,27/09/2020,Tamil Nadu,575017,46336,519448,9233
7609,28/09/2020,Tamil Nadu,580808,46341,525154,9313
7610,29/09/2020,Tamil Nadu,586397,46306,530708,9383
7611,30/09/2020,Tamil Nadu,591943,46281,536209,9453
7612,1/10/2020,Tamil Nadu,597602,46263,541819,9520
7613,2/10/2020,Tamil Nadu,603290,46369,547335,9586
7614,3/10/2020,Tamil Nadu,608885,46294,552938,9653
7615,4/10/2020,Tamil Nadu,614507,46255,558534,9718
7616,5/10/2020,Tamil Nadu,619996,46120,564092,9784
7617,6/10/2020,Tamil Nadu,625391,45881,569664,9846
7618,7/10/2020,Tamil Nadu,630408,45279,575212,9917
7619,8/10/2020,Tamil Nadu,635855,45135,580736,9984
7620,9/10/2020,Tamil Nadu,640943,44437,586454,10052
7621,10/10/2020,Tamil Nadu,646128,44197,591811,10120
7622,11/10/2020,Tamil Nadu,651370,44150,597033,10187
7623,12/10/2020,Tamil Nadu,656385,44095,602038,10252
7624,13/10/2020,Tamil Nadu,661264,43747,607203,10314
7625,14/10/2020,Tamil Nadu,665930,43239,612320,10371
7626,15/10/2020,Tamil Nadu,670392,42566,617403,10423
7627,16/10/2020,Tamil Nadu,674802,41872,622458,10472
7628,17/10/2020,Tamil Nadu,679191,40959,627703,10529
7629,18/10/2020,Tamil Nadu,683486,40192,632708,10586
7630,19/10/2020,Tamil Nadu,687400,39121,637637,10642
7631,20/10/2020,Tamil Nadu,690936,38093,642152,10691
7632,21/10/2020,Tamil Nadu,694030,36734,646555,10741
7633,22/10/2020,Tamil Nadu,697116,35480,650856,10780
7634,23/10/2020,Tamil Nadu,700193,34198,655170,10825
7635,24/10/2020,Tamil Nadu,703250,32960,659432,10858
7636,25/10/2020,Tamil Nadu,706136,31787,663456,10893
7637,26/10/2020,Tamil Nadu,709005,30606,667475,10924
7638,27/10/2020,Tamil Nadu,711713,29268,671489,10956
7639,28/10/2020,Tamil Nadu,714235,27734,675518,10983
7640,29/10/2020,Tamil Nadu,716751,26356,679377,11018
7641,30/10/2020,Tamil Nadu,719403,24886,683464,11053
7642,31/10/2020,Tamil Nadu,722011,23532,687388,11091
7643,1/11/2020,Tamil Nadu,724522,22164,691236,11122
7644,2/11/2020,Tamil Nadu,727026,20994,694880,11152
7645,3/11/2020,Tamil Nadu,729507,19504,698820,11183
7646,4/11/2020,Tamil Nadu,731942,19201,701527,11214
7647,5/11/2020,Tamil Nadu,734429,19154,704031,11244
7648,6/11/2020,Tamil Nadu,736777,19061,706444,11272
7649,7/11/2020,Tamil Nadu,739147,19002,708846,11299
7650,8/11/2020,Tamil Nadu,741488,18966,711198,11324
7651,9/11/2020,Tamil Nadu,743822,18894,713584,11344
7652,10/11/2020,Tamil Nadu,746079,18825,715892,11362
7653,11/11/2020,Tamil Nadu,748225,18709,718129,11387
7654,12/11/2020,Tamil Nadu,750409,18655,720339,11415
7655,13/11/2020,Tamil Nadu,752521,18395,722686,11440
7656,14/11/2020,Tamil Nadu,754460,17748,725258,11454
7657,15/11/2020,Tamil Nadu,756372,17154,727752,11466
7658,16/11/2020,Tamil Nadu,758191,16441,730272,11478
7659,17/11/2020,Tamil Nadu,759916,15765,732656,11495
7660,18/11/2020,Tamil Nadu,761568,15085,734970,11513
7661,19/11/2020,Tamil Nadu,763282,14470,737281,11531
7662,20/11/2020,Tamil Nadu,764989,13907,739532,11550
7663,12/3/2020,Telangana,1,1,0,0
7664,13/03/2020,Telangana,1,1,0,0
7665,14/03/2020,Telangana,1,1,0,0
7666,15/03/2020,Telangana,3,2,1,0
7667,16/03/2020,Telangana,3,2,1,0
7668,17/03/2020,Telangana,5,4,1,0
7669,18/03/2020,Telangana,5,4,1,0
7670,19/03/2020,Telangana,6,5,1,0
7671,20/03/2020,Telangana,16,15,1,0
7672,21/03/2020,Telangana,19,18,1,0
7673,22/03/2020,Telangana,22,21,1,0
7674,23/03/2020,Telangana,32,31,1,0
7675,24/03/2020,Telangana,32,31,1,0
7676,25/03/2020,Telangana,35,34,1,0
7677,26/03/2020,Telangana,41,40,1,0
7678,27/03/2020,Telangana,45,44,1,0
7679,28/03/2020,Telangana,56,55,1,0
7680,29/03/2020,Telangana,66,64,1,1
7681,30/03/2020,Telangana,69,67,1,1
7682,31/03/2020,Telangana,79,77,1,1
7683,1/4/2020,Telangana,94,90,1,3
7684,2/4/2020,Telangana,96,92,1,3
7685,3/4/2020,Telangana,107,103,1,3
7686,4/4/2020,Telangana,158,150,1,7
7687,5/4/2020,Telangana,269,230,32,7
7688,6/4/2020,Telangana,321,280,34,7
7689,7/4/2020,Telangana,321,280,34,7
7690,8/4/2020,Telangana,364,322,35,7
7691,9/4/2020,Telangana,427,385,35,7
7692,10/4/2020,Telangana,442,400,35,7
7693,11/4/2020,Telangana,473,423,43,7
7694,12/4/2020,Telangana,504,452,43,9
7695,13/04/2020,Telangana,504,452,43,9
7696,14/04/2020,Telangana,562,446,100,16
7697,15/04/2020,Telangana,624,507,100,17
7698,16/04/2020,Telangana,647,509,120,18
7699,17/04/2020,Telangana,700,496,186,18
7700,18/04/2020,Telangana,766,562,186,18
7701,19/04/2020,Telangana,809,605,186,18
7702,20/04/2020,Telangana,844,640,186,18
7703,21/04/2020,Telangana,873,660,190,23
7704,22/04/2020,Telangana,928,711,194,23
7705,23/04/2020,Telangana,945,728,194,23
7706,24/04/2020,Telangana,960,739,197,24
7707,25/04/2020,Telangana,984,705,253,26
7708,26/04/2020,Telangana,991,685,280,26
7709,27/04/2020,Telangana,1002,696,280,26
7710,28/04/2020,Telangana,1004,657,321,26
7711,29/04/2020,Telangana,1004,657,321,26
7712,30/04/2020,Telangana,1012,619,367,26
7713,1/5/2020,Telangana,1038,615,397,26
7714,2/5/2020,Telangana,1039,572,441,26
7715,3/5/2020,Telangana,1063,577,458,28
7716,4/5/2020,Telangana,1082,563,490,29
7717,5/5/2020,Telangana,1085,471,585,29
7718,6/5/2020,Telangana,1096,482,585,29
7719,7/5/2020,Telangana,1107,450,628,29
7720,8/5/2020,Telangana,1123,444,650,29
7721,9/5/2020,Telangana,1133,404,700,29
7722,10/5/2020,Telangana,1163,383,750,30
7723,11/5/2020,Telangana,1196,416,750,30
7724,12/5/2020,Telangana,1275,445,800,30
7725,13/05/2020,Telangana,1326,464,830,32
7726,14/05/2020,Telangana,1367,393,940,34
7727,15/05/2020,Telangana,1414,430,950,34
7728,16/05/2020,Telangana,1454,461,959,34
7729,17/05/2020,Telangana,1509,504,971,34
7730,18/05/2020,Telangana,1551,525,992,34
7731,19/05/2020,Telangana,1597,562,1000,35
7732,20/05/2020,Telangana,1634,586,1010,38
7733,21/05/2020,Telangana,1661,606,1015,40
7734,22/05/2020,Telangana,1699,619,1035,45
7735,23/05/2020,Telangana,1761,673,1043,45
7736,24/05/2020,Telangana,1813,699,1065,49
7737,25/05/2020,Telangana,1854,711,1090,53
7738,26/05/2020,Telangana,1920,700,1164,56
7739,27/05/2020,Telangana,1991,650,1284,57
7740,28/05/2020,Telangana,2098,751,1284,63
7741,29/05/2020,Telangana,2256,844,1345,67
7742,30/05/2020,Telangana,2425,973,1381,71
7743,31/05/2020,Telangana,2499,1010,1412,77
7744,1/6/2020,Telangana,2698,1188,1428,82
7745,2/6/2020,Telangana,2792,1213,1491,88
7746,3/6/2020,Telangana,2891,1273,1526,92
7747,4/6/2020,Telangana,3020,1365,1556,99
7748,5/6/2020,Telangana,3147,1455,1587,105
7749,6/6/2020,Telangana,3290,1550,1627,113
7750,7/6/2020,Telangana,3496,1663,1710,123
7751,8/6/2020,Telangana,3580,1747,1710,123
7752,9/6/2020,Telangana,3650,1803,1710,137
7753,10/6/2020,Telangana,3920,1963,1809,148
7754,11/6/2020,Telangana,4111,2138,1817,156
7755,12/6/2020,Telangana,4320,2162,1993,165
7756,13/06/2020,Telangana,4484,2032,2278,174
7757,14/06/2020,Telangana,4737,2203,2352,182
7758,15/06/2020,Telangana,4974,2412,2377,185
7759,16/06/2020,Telangana,5193,2240,2766,187
7760,17/06/2020,Telangana,5406,2188,3027,191
7761,18/06/2020,Telangana,5675,2412,3071,192
